# --- TEST-START ---
# CONFIG_JSON: {"name":"Custom 2D Slice","mode":"custom","polarization":"vertical","sweep":{"start_ghz":1.0,"stop_ghz":20.0,"points":101,"format":"MAG","power_dbm":0.0},"grid":{"phi_step_deg":null,"theta_step_deg":null,"custom_axis":"theta","custom_angle_deg":90.0,"custom_step_deg":1.0},"plot_options":{"title":"Live Pattern","grid":false,"y_limits":[-60.0,0.0],"do_not_modify_vna":false},"created_local":"2025-11-21 11:42:24","created_utc":"2025-11-21T16:42:24.109890Z"}
# META: vna=VNAController
# META: positioner=SerialController
# META: polarization=vertical
Phi (deg),Theta (deg),Frequency (GHz),Magnitude (dB)
320.0,90.0,8.03,-59.18,-34.06733430214955
320.0,90.0,8.22,-52.32,-14.834424845422193
320.0,90.0,8.41,-49.3,-26.384572023140123
320.0,90.0,8.6,-47.29,-26.07912244735085
320.0,90.0,8.79,-49.52,-13.613097253141746
320.0,90.0,8.98,-48.88,-0.5771926152619596
320.0,90.0,9.17,-48.9,4.975532205910938
320.0,90.0,9.36,-50.3,22.403964787507782
320.0,90.0,9.55,-48.9,28.13993815648496
320.0,90.0,9.74,-48.08,35.69820923403032
320.0,90.0,9.93,-53.63,48.72923257285758
320.0,90.0,10.12,-50.25,64.66485625724908
320.0,90.0,10.31,-51.05,54.59282754869994
320.0,90.0,10.5,-52.34,74.8811004681335
320.0,90.0,10.69,-52.6,84.1027209224382
320.0,90.0,10.88,-52.77,74.73496663683333
320.0,90.0,11.07,-58.93,84.96793382218829
320.0,90.0,11.26,-58.26,115.99834571391838
320.0,90.0,11.45,-59.89,134.48617710788648
320.0,90.0,11.64,-62.04,145.918290605624
320.0,90.0,11.83,-61.97,160.86719345858342
320.0,90.0,12.02,-63.88,152.36463977538895
320.0,90.0,12.21,-59.04,171.62100510451646
320.0,90.0,12.4,-62.6,171.6425750626628
320.0,90.0,12.59,-61.62,147.20577337638824
320.0,90.0,12.78,-69.25,99.89018420548294
320.0,90.0,12.97,-76.67,93.5345108468104
320.0,90.0,13.16,-74.57,80.83657538198344
320.0,90.0,13.35,-77.73,26.29461206900137
320.0,90.0,13.54,-72.89,-34.315740541177895
320.0,90.0,13.73,-72.77,98.38122182683198
320.0,90.0,13.92,-86.22,112.58920916414743
320.0,90.0,14.11,-67.17,72.22093429178523
320.0,90.0,14.3,-58.85,50.77432423984284
320.0,90.0,14.49,-72.83,-112.90683111380612
320.0,90.0,14.68,-60.26,135.89942627798033
320.0,90.0,14.87,-57.25,88.6809977544943
320.0,90.0,15.06,-59.68,84.0569037556377
320.0,90.0,15.25,-56.49,75.12279720000777
320.0,90.0,15.44,-57.1,62.93352566339558
320.0,90.0,15.63,-58.5,68.71480913759683
320.0,90.0,15.82,-55.82,55.459530507133636
320.0,90.0,16.01,-56.87,40.9077568047065
320.0,90.0,16.2,-57.67,23.232961338726845
320.0,90.0,16.39,-63.68,22.082371647712616
320.0,90.0,16.58,-61.17,7.282037694197861
320.0,90.0,16.77,-62.54,-11.616884498211299
320.0,90.0,16.96,-63.89,-17.928059480968752
320.0,90.0,17.15,-62.49,-19.420619392084962
320.0,90.0,17.34,-61.81,-66.57758334693736
320.0,90.0,17.53,-68.19,-68.3179678567107
320.0,90.0,17.72,-68.68,-84.97320538173231
320.0,90.0,17.91,-72.62,-126.45403252643511
320.0,90.0,18.1,-70.59,160.87266461241651
320.0,90.0,18.29,-71.46,143.61557328033308
320.0,90.0,18.48,-71.77,-69.57267398671372
320.0,90.0,18.67,-79.29,-174.16650945273886
320.0,90.0,18.86,-71.77,134.96220800800222
320.0,90.0,19.05,-83.04,48.23005942647738
320.0,90.0,19.24,-72.9,97.38181463627713
320.0,90.0,19.43,-70.58,-33.0577382805956
320.0,90.0,19.62,-74.8,57.40257900615857
320.0,90.0,19.81,-71.32,-28.420476860483113
320.0,90.0,20.0,-73.48,-105.04493103233507
321.0,90.0,1.0,-71.13,46.371192534528205
321.0,90.0,1.19,-80.25,140.6746702545343
321.0,90.0,1.38,-63.13,-11.95037438615298
321.0,90.0,1.57,-38.64,-107.18968373452313
321.0,90.0,1.76,-41.2,112.84663814258512
321.0,90.0,1.95,-29.01,66.11176241676839
321.0,90.0,2.14,-41.68,-9.074318615656964
321.0,90.0,2.33,-38.33,-72.70720385900451
321.0,90.0,2.52,-44.57,-168.73595804225087
321.0,90.0,2.71,-43.5,-110.52384339769668
321.0,90.0,2.9,-38.91,166.53018839475203
321.0,90.0,3.09,-42.56,144.42523469205855
321.0,90.0,3.28,-39.61,-158.55917512862325
321.0,90.0,3.47,-39.24,145.8182553147518
321.0,90.0,3.66,-40.16,158.04079860638532
321.0,90.0,3.85,-39.88,176.08051280274398
321.0,90.0,4.04,-41.18,157.84053184764406
321.0,90.0,4.23,-44.16,-176.72141023152713
321.0,90.0,4.42,-42.35,-172.5176262580702
321.0,90.0,4.61,-45.42,-150.47181437241386
321.0,90.0,4.8,-42.22,-143.59542920666743
321.0,90.0,4.99,-45.26,-124.47821696832833
321.0,90.0,5.18,-44.06,-113.16565793036095
321.0,90.0,5.37,-44.0,-125.21984389074395
321.0,90.0,5.56,-47.45,-75.69940460683637
321.0,90.0,5.75,-45.72,-90.46644298047792
321.0,90.0,5.94,-50.52,-50.0406441292275
321.0,90.0,6.13,-51.35,-23.472445198971457
321.0,90.0,6.32,-52.63,-51.66361333214852
321.0,90.0,6.51,-54.88,-8.322038342753522
321.0,90.0,6.7,-50.7,-13.11778406378358
321.0,90.0,6.89,-53.19,-72.57989618889975
321.0,90.0,7.08,-59.26,-89.0834444864215
321.0,90.0,7.27,-75.74,-87.83165534080386
321.0,90.0,7.46,-58.37,-41.819097849205214
321.0,90.0,7.65,-56.69,-34.81010443983034
321.0,90.0,7.84,-52.68,-75.85204469454047
321.0,90.0,8.03,-62.39,-26.761390344929072
321.0,90.0,8.22,-52.83,1.5735891896508383
321.0,90.0,8.41,-49.65,-13.783868076438912
321.0,90.0,8.6,-49.49,-7.917141418814658
321.0,90.0,8.79,-49.32,9.009892624277073
321.0,90.0,8.98,-49.32,9.459471539563662
321.0,90.0,9.17,-49.97,25.08067277356064
321.0,90.0,9.36,-50.69,31.717919346567236
321.0,90.0,9.55,-48.97,51.471425508617024
321.0,90.0,9.74,-47.19,52.88521978982402
321.0,90.0,9.93,-52.92,62.705577297701076
321.0,90.0,10.12,-49.89,88.98600066445647
321.0,90.0,10.31,-50.58,73.80980044727261
321.0,90.0,10.5,-52.37,89.1503528624339
321.0,90.0,10.69,-52.44,109.80341403821498
321.0,90.0,10.88,-52.38,98.71856728706396
321.0,90.0,11.07,-56.56,109.3829308424592
321.0,90.0,11.26,-57.54,126.69185855364854
321.0,90.0,11.45,-58.63,146.03569431453494
321.0,90.0,11.64,-56.51,162.461433358371
321.0,90.0,11.83,-59.61,-173.39571032460293
321.0,90.0,12.02,-59.7,-169.83134256550343
321.0,90.0,12.21,-58.39,-171.69095259641048
321.0,90.0,12.4,-60.58,-154.19544134443862
321.0,90.0,12.59,-61.36,175.27164872454506
321.0,90.0,12.78,-61.02,176.30759237422973
321.0,90.0,12.97,-70.16,158.99388259314549
321.0,90.0,13.16,-72.43,171.33446924350787
321.0,90.0,13.35,-70.51,167.52873871353688
321.0,90.0,13.54,-73.41,-140.04261801114194
321.0,90.0,13.73,-64.81,154.2305409072335
321.0,90.0,13.92,-71.9,128.02988544229106
321.0,90.0,14.11,-61.76,144.92699706947897
321.0,90.0,14.3,-61.31,81.17308429603995
321.0,90.0,14.49,-68.26,-118.72992204832173
321.0,90.0,14.68,-60.72,162.47890816643306
321.0,90.0,14.87,-58.18,108.08459896234781
321.0,90.0,15.06,-64.14,101.00500989439512
321.0,90.0,15.25,-57.96,125.30594108945485
321.0,90.0,15.44,-56.72,86.49741492551733
321.0,90.0,15.63,-59.83,84.52673281646801
321.0,90.0,15.82,-57.67,89.17530143766501
321.0,90.0,16.01,-59.34,74.10145424828434
321.0,90.0,16.2,-58.91,55.08772489686599
321.0,90.0,16.39,-62.95,75.53880431973175
321.0,90.0,16.58,-60.54,57.893064950539035
321.0,90.0,16.77,-61.61,36.09165539985699
321.0,90.0,16.96,-62.46,41.178554127996165
321.0,90.0,17.15,-60.1,10.422144290195337
321.0,90.0,17.34,-66.76,-22.60132482791002
321.0,90.0,17.53,-72.34,-62.29347697633029
321.0,90.0,17.72,-68.36,-46.6555344672226
321.0,90.0,17.91,-67.52,-71.44553078558968
321.0,90.0,18.1,-71.65,-138.5854251876074
321.0,90.0,18.29,-74.48,156.3177162304157
321.0,90.0,18.48,-74.82,-122.98982303991733
321.0,90.0,18.67,-84.0,-60.741113674190366
321.0,90.0,18.86,-71.36,113.85044618179776
321.0,90.0,19.05,-78.3,11.611985052899831
321.0,90.0,19.24,-73.76,147.42551191892449
321.0,90.0,19.43,-70.38,84.39597731910311
321.0,90.0,19.62,-80.3,-32.527589005289315
321.0,90.0,19.81,-70.14,-31.111270651357195
321.0,90.0,20.0,-72.98,-145.83052708778362
322.0,90.0,1.0,-70.21,66.43924856195976
322.0,90.0,1.19,-74.51,171.86556115361216
322.0,90.0,1.38,-61.3,-17.658588781518812
322.0,90.0,1.57,-38.5,-105.73856857945006
322.0,90.0,1.76,-41.37,119.07995495987956
322.0,90.0,1.95,-28.67,68.96946375469395
322.0,90.0,2.14,-42.01,-2.524183071096365
322.0,90.0,2.33,-37.85,-66.1480537347298
322.0,90.0,2.52,-45.0,-160.43406729048866
322.0,90.0,2.71,-43.22,-104.54500944091667
322.0,90.0,2.9,-39.12,171.31539069664726
322.0,90.0,3.09,-42.52,157.64216485684716
322.0,90.0,3.28,-39.37,-152.79792436044025
322.0,90.0,3.47,-39.29,153.11974491557834
322.0,90.0,3.66,-40.18,168.24946443413756
322.0,90.0,3.85,-39.37,-176.50117449232866
322.0,90.0,4.04,-40.76,164.95557050171345
322.0,90.0,4.23,-43.59,-167.76827782798426
322.0,90.0,4.42,-42.2,-162.987247918536
322.0,90.0,4.61,-44.88,-148.867996710802
322.0,90.0,4.8,-41.97,-133.11976246559362
322.0,90.0,4.99,-43.71,-112.98892975576759
322.0,90.0,5.18,-42.82,-104.81007053338722
322.0,90.0,5.37,-42.74,-121.81097784719547
322.0,90.0,5.56,-46.3,-70.4840950772222
322.0,90.0,5.75,-45.51,-93.00232269466932
322.0,90.0,5.94,-50.29,-43.44242272255673
322.0,90.0,6.13,-49.79,-17.92463700601131
322.0,90.0,6.32,-52.2,-45.93838408178871
322.0,90.0,6.51,-53.81,7.3827757570544765
322.0,90.0,6.7,-51.26,-0.2236600051103617
322.0,90.0,6.89,-55.22,-55.12746953578193
322.0,90.0,7.08,-59.98,-42.65609995842517
322.0,90.0,7.27,-74.57,-9.170957265873142
322.0,90.0,7.46,-64.88,-16.341412715262923
322.0,90.0,7.65,-59.16,-9.846891762173602
322.0,90.0,7.84,-55.88,-57.19499038416917
322.0,90.0,8.03,-63.19,-23.70301203594809
322.0,90.0,8.22,-54.16,18.355542577504252
322.0,90.0,8.41,-50.7,-1.8483193800933346
322.0,90.0,8.6,-50.16,16.12292780947495
322.0,90.0,8.79,-48.95,28.832182591289826
322.0,90.0,8.98,-50.06,28.510313440620283
322.0,90.0,9.17,-50.11,40.41625623485006
322.0,90.0,9.36,-50.75,47.253840879254454
322.0,90.0,9.55,-48.72,73.72604545492369
322.0,90.0,9.74,-47.14,69.88529678836674
322.0,90.0,9.93,-53.58,75.00168287515947
322.0,90.0,10.12,-50.4,103.548684540323
322.0,90.0,10.31,-49.54,96.59736455626084
322.0,90.0,10.5,-51.49,104.2488223156139
322.0,90.0,10.69,-51.13,127.59591338074873
322.0,90.0,10.88,-52.11,117.13832759145973
322.0,90.0,11.07,-54.95,131.96205899714437
322.0,90.0,11.26,-56.52,149.54273479806767
322.0,90.0,11.45,-55.49,170.27333538120558
322.0,90.0,11.64,-54.58,175.80016732976713
322.0,90.0,11.83,-57.61,-177.16924049479036
322.0,90.0,12.02,-57.97,-150.11786000925403
322.0,90.0,12.21,-58.23,-142.75817913538228
322.0,90.0,12.4,-58.15,-150.0537530078557
322.0,90.0,12.59,-61.04,-147.43973683237223
322.0,90.0,12.78,-59.92,-171.41195497990833
322.0,90.0,12.97,-65.9,-176.78030429891885
322.0,90.0,13.16,-65.42,-158.1123769811948
322.0,90.0,13.35,-68.72,-161.10774646544098
322.0,90.0,13.54,-67.34,-166.19749887581324
322.0,90.0,13.73,-68.78,173.22865507148208
322.0,90.0,13.92,-66.47,157.8153682724755
322.0,90.0,14.11,-62.2,150.36502400099934
322.0,90.0,14.3,-62.03,118.82694153712103
322.0,90.0,14.49,-71.42,-84.95084414706135
322.0,90.0,14.68,-60.15,-153.07050352513687
322.0,90.0,14.87,-58.51,130.11878816760608
322.0,90.0,15.06,-64.39,116.4380077950354
322.0,90.0,15.25,-59.72,143.51595986887634
322.0,90.0,15.44,-60.61,113.39085418739342
322.0,90.0,15.63,-61.89,109.53712745128952
322.0,90.0,15.82,-60.09,109.63717320463908
322.0,90.0,16.01,-60.24,111.28582075265753
322.0,90.0,16.2,-59.16,87.63445171421476
322.0,90.0,16.39,-62.77,99.81835624178999
322.0,90.0,16.58,-60.19,83.57216159010385
322.0,90.0,16.77,-60.31,47.14096230406161
322.0,90.0,16.96,-62.14,60.67687792715166
322.0,90.0,17.15,-59.61,31.08800612990672
322.0,90.0,17.34,-62.01,4.13946337522319
322.0,90.0,17.53,-67.83,10.88627175291019
322.0,90.0,17.72,-68.93,-21.289247467434915
322.0,90.0,17.91,-67.33,-60.740418094557505
322.0,90.0,18.1,-73.39,-16.559713547586178
322.0,90.0,18.29,-72.63,159.99151203516325
322.0,90.0,18.48,-69.93,17.296125113299723
322.0,90.0,18.67,-76.75,-54.17319645921398
322.0,90.0,18.86,-76.17,-46.31419124169256
322.0,90.0,19.05,-84.99,-31.767017748828174
322.0,90.0,19.24,-80.07,-179.90956684489606
322.0,90.0,19.43,-76.75,155.9923132227444
322.0,90.0,19.62,-77.54,88.13047255626847
322.0,90.0,19.81,-73.25,145.5619473604061
322.0,90.0,20.0,-73.62,-40.374682350712156
323.0,90.0,1.0,-78.65,72.58218417624626
323.0,90.0,1.19,-69.14,72.02691392601147
323.0,90.0,1.38,-62.98,-8.043558087482165
323.0,90.0,1.57,-38.48,-102.96322378821772
323.0,90.0,1.76,-41.26,126.447528578917
323.0,90.0,1.95,-28.4,71.61654679813981
323.0,90.0,2.14,-41.94,3.39991742185914
323.0,90.0,2.33,-37.43,-60.09000651140065
323.0,90.0,2.52,-45.23,-153.5127685143726
323.0,90.0,2.71,-43.44,-99.5773892671123
323.0,90.0,2.9,-39.59,174.66287475233594
323.0,90.0,3.09,-42.11,170.59197596181497
323.0,90.0,3.28,-39.16,-147.4099748876892
323.0,90.0,3.47,-39.5,158.4049783299579
323.0,90.0,3.66,-40.22,177.71633307038718
323.0,90.0,3.85,-38.9,-171.84858152525382
323.0,90.0,4.04,-40.56,170.46797997181457
323.0,90.0,4.23,-42.73,-159.8940903544082
323.0,90.0,4.42,-41.71,-152.76572825113996
323.0,90.0,4.61,-44.64,-144.2521596141169
323.0,90.0,4.8,-41.29,-123.07282330371493
323.0,90.0,4.99,-42.31,-108.23276946722527
323.0,90.0,5.18,-42.22,-97.09550509058457
323.0,90.0,5.37,-42.01,-116.2790925105337
323.0,90.0,5.56,-45.51,-66.77359429845536
323.0,90.0,5.75,-46.91,-92.8856300001944
323.0,90.0,5.94,-49.63,-38.87440594397469
323.0,90.0,6.13,-48.49,-10.388966805958745
323.0,90.0,6.32,-53.53,-35.08520530008018
323.0,90.0,6.51,-52.95,22.22088350474866
323.0,90.0,6.7,-50.86,16.884894195801706
323.0,90.0,6.89,-55.28,-32.253563464459326
323.0,90.0,7.08,-57.0,-0.32148285475950955
323.0,90.0,7.27,-76.45,15.025664389740504
323.0,90.0,7.46,-63.72,46.41169179118251
323.0,90.0,7.65,-61.8,32.64682787622926
323.0,90.0,7.84,-57.83,-30.28373329540218
323.0,90.0,8.03,-63.39,-39.3205912944514
323.0,90.0,8.22,-56.71,46.36214284095074
323.0,90.0,8.41,-51.71,7.836924981848698
323.0,90.0,8.6,-50.17,36.34146698164608
323.0,90.0,8.79,-49.98,40.076243344780075
323.0,90.0,8.98,-51.72,46.66792110294325
323.0,90.0,9.17,-50.46,51.588280467944536
323.0,90.0,9.36,-51.53,62.46144987674143
323.0,90.0,9.55,-48.53,92.242221648342
323.0,90.0,9.74,-47.6,85.52211725099676
323.0,90.0,9.93,-54.82,89.50468583256499
323.0,90.0,10.12,-49.53,121.71595175529416
323.0,90.0,10.31,-49.07,115.57335632154319
323.0,90.0,10.5,-51.45,118.76009352047534
323.0,90.0,10.69,-50.26,149.2648620193621
323.0,90.0,10.88,-50.47,135.79929866255102
323.0,90.0,11.07,-53.39,148.26167706403197
323.0,90.0,11.26,-54.56,169.46051994473515
323.0,90.0,11.45,-55.13,-173.9107506208935
323.0,90.0,11.64,-54.39,-172.70682901310136
323.0,90.0,11.83,-57.99,-163.4760380076605
323.0,90.0,12.02,-56.06,-143.8009830327103
323.0,90.0,12.21,-55.75,-131.14231962961014
323.0,90.0,12.4,-58.05,-143.0097964882092
323.0,90.0,12.59,-60.24,-126.21946049718694
323.0,90.0,12.78,-57.0,-156.50368573579195
323.0,90.0,12.97,-67.48,-163.09002746299143
323.0,90.0,13.16,-65.93,-149.8126777151455
323.0,90.0,13.35,-67.46,-173.4927280774713
323.0,90.0,13.54,-64.83,-164.3219079298413
323.0,90.0,13.73,-64.27,-166.35735018014387
323.0,90.0,13.92,-66.05,-156.67165168576486
323.0,90.0,14.11,-59.55,161.81194397561657
323.0,90.0,14.3,-60.54,131.90362494773052
323.0,90.0,14.49,-65.28,-49.01164855267165
323.0,90.0,14.68,-60.56,-167.97627312089304
323.0,90.0,14.87,-58.34,148.9567632347147
323.0,90.0,15.06,-62.21,109.56926694502998
323.0,90.0,15.25,-61.02,169.90564355810858
323.0,90.0,15.44,-64.46,136.84942095780823
323.0,90.0,15.63,-63.81,163.08992656892286
323.0,90.0,15.82,-63.09,149.49561291113915
323.0,90.0,16.01,-60.82,146.87848047360905
323.0,90.0,16.2,-59.22,123.64489128191818
323.0,90.0,16.39,-61.3,119.53658203478938
323.0,90.0,16.58,-59.84,104.50177436968049
323.0,90.0,16.77,-59.02,90.60296480679199
323.0,90.0,16.96,-60.66,87.5863861885727
323.0,90.0,17.15,-60.03,78.29509717214522
323.0,90.0,17.34,-62.06,30.48389520070047
323.0,90.0,17.53,-65.35,39.639137101972814
323.0,90.0,17.72,-65.12,30.515453405200798
323.0,90.0,17.91,-66.9,38.23305408429777
323.0,90.0,18.1,-70.45,3.0295742221409605
323.0,90.0,18.29,-74.07,46.7565524257275
323.0,90.0,18.48,-67.16,26.213371322744496
323.0,90.0,18.67,-65.15,-9.936985513992871
323.0,90.0,18.86,-71.94,8.002151969903403
323.0,90.0,19.05,-76.89,24.935713359414613
323.0,90.0,19.24,-76.15,-95.295142747235
323.0,90.0,19.43,-79.42,121.38098340827061
323.0,90.0,19.62,-81.12,-87.02147495914022
323.0,90.0,19.81,-70.76,118.57710556416484
323.0,90.0,20.0,-93.02,30.527594875768663
324.0,90.0,1.0,-71.36,69.97322591904505
324.0,90.0,1.19,-79.62,86.47600973803954
324.0,90.0,1.38,-61.57,-7.710135592990222
324.0,90.0,1.57,-38.4,-101.38012645293784
324.0,90.0,1.76,-41.27,131.95914597770457
324.0,90.0,1.95,-28.19,73.75009794584969
324.0,90.0,2.14,-42.19,11.19019201590402
324.0,90.0,2.33,-37.12,-55.21017770051506
324.0,90.0,2.52,-45.22,-146.89910445123874
324.0,90.0,2.71,-43.93,-95.06494775113589
324.0,90.0,2.9,-39.86,-179.33814969932658
324.0,90.0,3.09,-41.84,176.63452553653883
324.0,90.0,3.28,-38.97,-141.83133999079288
324.0,90.0,3.47,-39.74,163.53160058562793
324.0,90.0,3.66,-40.04,-172.11843396049682
324.0,90.0,3.85,-38.64,-167.38199451575338
324.0,90.0,4.04,-40.42,176.40708660203853
324.0,90.0,4.23,-41.87,-153.5056432708899
324.0,90.0,4.42,-41.51,-142.43810277252936
324.0,90.0,4.61,-44.56,-138.48458932570145
324.0,90.0,4.8,-40.82,-114.21056971250788
324.0,90.0,4.99,-41.46,-102.51049944664403
324.0,90.0,5.18,-41.33,-90.6963091618742
324.0,90.0,5.37,-41.93,-109.07722999303822
324.0,90.0,5.56,-45.09,-64.96245432546012
324.0,90.0,5.75,-48.75,-90.55112786597924
324.0,90.0,5.94,-49.37,-36.67356907055318
324.0,90.0,6.13,-47.85,-5.524560602923044
324.0,90.0,6.32,-52.61,-23.6733856627458
324.0,90.0,6.51,-52.67,37.79725657343353
324.0,90.0,6.7,-49.97,29.249366219830545
324.0,90.0,6.89,-55.25,-13.511729338363097
324.0,90.0,7.08,-58.6,14.543871484966875
324.0,90.0,7.27,-70.77,107.45441064999586
324.0,90.0,7.46,-60.51,85.50757231215903
324.0,90.0,7.65,-61.68,76.93028691270865
324.0,90.0,7.84,-61.4,-5.380858503527388
324.0,90.0,8.03,-67.77,-58.72571497745045
324.0,90.0,8.22,-56.16,70.5844159817931
324.0,90.0,8.41,-54.17,24.134603013945874
324.0,90.0,8.6,-50.96,47.55641941113608
324.0,90.0,8.79,-51.72,52.95535503843503
324.0,90.0,8.98,-53.09,66.67579349808736
324.0,90.0,9.17,-51.27,71.09366067649472
324.0,90.0,9.36,-53.84,82.9225140766433
324.0,90.0,9.55,-48.97,104.38451057818232
324.0,90.0,9.74,-47.73,103.24127352483444
324.0,90.0,9.93,-55.18,111.12460678854826
324.0,90.0,10.12,-49.64,135.99712141788703
324.0,90.0,10.31,-49.53,131.71520445774556
324.0,90.0,10.5,-52.6,138.06104788148573
324.0,90.0,10.69,-49.57,166.2176709572614
324.0,90.0,10.88,-50.42,148.0838105088342
324.0,90.0,11.07,-53.19,171.19471052411964
324.0,90.0,11.26,-54.08,174.5093410138647
324.0,90.0,11.45,-54.88,-158.1892609913816
324.0,90.0,11.64,-55.27,-159.6600256680833
324.0,90.0,11.83,-59.25,-133.2444832796134
324.0,90.0,12.02,-55.48,-126.23763110425884
324.0,90.0,12.21,-55.6,-124.5468807152827
324.0,90.0,12.4,-58.55,-129.45707073971462
324.0,90.0,12.59,-58.22,-102.81216054153217
324.0,90.0,12.78,-58.47,-137.71823823553407
324.0,90.0,12.97,-64.03,-99.56620575524599
324.0,90.0,13.16,-64.55,-99.3499726464983
324.0,90.0,13.35,-64.01,-130.9331981385738
324.0,90.0,13.54,-66.58,-141.09937674935713
324.0,90.0,13.73,-65.78,-172.45608178354982
324.0,90.0,13.92,-66.63,-154.7789883227871
324.0,90.0,14.11,-64.42,-173.97588097139192
324.0,90.0,14.3,-59.3,143.98310998277822
324.0,90.0,14.49,-67.93,-65.3632132661089
324.0,90.0,14.68,-62.51,-143.9734477973917
324.0,90.0,14.87,-57.64,173.63535373529186
324.0,90.0,15.06,-63.98,130.55354929589976
324.0,90.0,15.25,-62.17,179.20775576511326
324.0,90.0,15.44,-68.8,171.4653192364684
324.0,90.0,15.63,-63.21,178.63436792433873
324.0,90.0,15.82,-64.92,-160.9343181080356
324.0,90.0,16.01,-61.08,165.70156890830697
324.0,90.0,16.2,-59.04,148.57896744437608
324.0,90.0,16.39,-64.63,142.94397906585274
324.0,90.0,16.58,-62.31,137.99595854677557
324.0,90.0,16.77,-60.41,120.15676734009047
324.0,90.0,16.96,-65.52,103.42045856236673
324.0,90.0,17.15,-60.38,97.22745917985135
324.0,90.0,17.34,-61.81,81.1864384844697
324.0,90.0,17.53,-61.79,76.21522333053652
324.0,90.0,17.72,-62.39,62.73294548544233
324.0,90.0,17.91,-66.1,45.640809643475755
324.0,90.0,18.1,-69.04,3.2999366285245153
324.0,90.0,18.29,-71.46,73.12515796669237
324.0,90.0,18.48,-66.68,45.509510147345715
324.0,90.0,18.67,-67.72,31.212198986724342
324.0,90.0,18.86,-70.08,56.807409220880416
324.0,90.0,19.05,-68.53,-9.437042527388382
324.0,90.0,19.24,-70.26,-64.65931472389587
324.0,90.0,19.43,-70.32,-95.68486017708186
324.0,90.0,19.62,-75.39,-119.40608597634855
324.0,90.0,19.81,-82.53,2.767912633489622
324.0,90.0,20.0,-74.75,127.59659571339883
325.0,90.0,1.0,-75.82,72.95300847495241
325.0,90.0,1.19,-87.99,129.36673224893832
325.0,90.0,1.38,-62.33,2.753434605482412
325.0,90.0,1.57,-38.52,-98.99172469832374
325.0,90.0,1.76,-40.99,139.7576932261145
325.0,90.0,1.95,-28.04,76.19062462513563
325.0,90.0,2.14,-42.08,18.062635416770572
325.0,90.0,2.33,-36.67,-50.35201155558291
325.0,90.0,2.52,-45.23,-139.9832166078505
325.0,90.0,2.71,-44.6,-87.72141157678844
325.0,90.0,2.9,-40.26,-173.89538271223532
325.0,90.0,3.09,-41.53,-177.1498786319903
325.0,90.0,3.28,-38.8,-135.05503234008967
325.0,90.0,3.47,-40.13,168.50306524978004
325.0,90.0,3.66,-39.58,-161.40599502472426
325.0,90.0,3.85,-38.57,-161.61897775847046
325.0,90.0,4.04,-40.38,-176.49140218572504
325.0,90.0,4.23,-41.2,-147.60269811148063
325.0,90.0,4.42,-40.89,-133.57721718550394
325.0,90.0,4.61,-44.04,-134.62629097148331
325.0,90.0,4.8,-40.14,-108.09113768623311
325.0,90.0,4.99,-41.11,-98.13822948937207
325.0,90.0,5.18,-40.69,-86.0662895523684
325.0,90.0,5.37,-41.57,-103.05507676531622
325.0,90.0,5.56,-45.22,-59.501443925892644
325.0,90.0,5.75,-50.42,-70.66637142837097
325.0,90.0,5.94,-49.43,-31.16119974414944
325.0,90.0,6.13,-47.31,1.6599961919399457
325.0,90.0,6.32,-52.42,-8.170988442463932
325.0,90.0,6.51,-50.94,52.49412900597755
325.0,90.0,6.7,-49.78,41.14017398401765
325.0,90.0,6.89,-54.54,-0.7247438609114522
325.0,90.0,7.08,-59.93,39.26702955385214
325.0,90.0,7.27,-61.98,112.37091507503808
325.0,90.0,7.46,-58.8,90.18466377071394
325.0,90.0,7.65,-59.01,131.98588778329648
325.0,90.0,7.84,-65.85,45.54986653684965
325.0,90.0,8.03,-67.74,-52.14312100596537
325.0,90.0,8.22,-57.47,97.44757823838981
325.0,90.0,8.41,-57.4,40.91681451805472
325.0,90.0,8.6,-52.19,66.44229392220363
325.0,90.0,8.79,-54.9,63.72668655852505
325.0,90.0,8.98,-52.54,79.00098279258269
325.0,90.0,9.17,-52.01,84.76501716513073
325.0,90.0,9.36,-53.2,101.10999551601721
325.0,90.0,9.55,-50.24,117.16458023122239
325.0,90.0,9.74,-47.81,119.1425765761214
325.0,90.0,9.93,-54.33,131.3044839627
325.0,90.0,10.12,-50.13,153.02138131850126
325.0,90.0,10.31,-48.94,153.27351408585642
325.0,90.0,10.5,-51.75,152.19503848207037
325.0,90.0,10.69,-49.41,177.21542690879375
325.0,90.0,10.88,-50.45,166.41938777088345
325.0,90.0,11.07,-52.76,175.55021553654873
325.0,90.0,11.26,-54.13,-173.47932529115735
325.0,90.0,11.45,-55.78,-133.7947525218868
325.0,90.0,11.64,-55.52,-136.7155912521186
325.0,90.0,11.83,-56.85,-109.40629197961304
325.0,90.0,12.02,-55.16,-106.73006057770196
325.0,90.0,12.21,-55.54,-100.26947808808174
325.0,90.0,12.4,-59.1,-119.2187376049212
325.0,90.0,12.59,-58.48,-81.39502989980225
325.0,90.0,12.78,-58.14,-101.71295793710716
325.0,90.0,12.97,-62.66,-69.5529088905089
325.0,90.0,13.16,-62.57,-103.73039943641194
325.0,90.0,13.35,-66.87,-126.30685591888738
325.0,90.0,13.54,-74.11,-149.8101131960679
325.0,90.0,13.73,-71.62,-160.3843903253877
325.0,90.0,13.92,-71.62,-175.24462871248787
